time,value1,value2,value3,value4
4473,0.064684354,-0.005099874,0.01902419,0.003834342
4474,0.042318013,-0.004896543,-0.008899853,-0.01751535
4475,-0.018342223,-0.001778811,-0.040754948,-0.018904774
4476,0.005549099,0.003677222,-0.012322581,-0.040898345
4477,-0.025289346,0.004253325,0.002079989,-0.040525574
4478,-0.004956305,-0.00221936,-0.022421325,-0.037102845
4479,0.005718541,-0.00052494,-0.003172713,-0.05221707
4480,-0.026475439,-0.002151583,0.008281566,-0.068110734
4481,-0.022069948,0.000661154,0.009128776,-0.077158935
4482,-0.022747716,-0.003642673,-0.004731579,-0.045439392
4483,0.001143607,-0.008319272,-0.018795265,-0.03144348
4484,-0.006311841,-0.00137215,-0.015914751,-0.01751535
4485,0.003346353,-0.006794294,-0.017948056,-0.009212691
4486,0.003007469,-0.010589794,-0.005578789,-0.013516518
4487,0.003685237,-0.008048165,-0.025132395,0.006104865
4488,0.039437499,-0.012351992,-0.03922997,0.016339162
4489,0.04621518,-0.007675392,-0.038721643,0.030843398
4490,0.050959554,-0.002829351,-0.034248374,0.017762475
4491,0.017071154,-0.004455994,-0.02865679,0.000818275
4492,0.001651933,-0.002151583,-0.044143789,-0.000910034
4493,0.005379657,-0.004184887,-0.012017585,-0.029410178
4494,0.005379657,0.002965566,0.010721531,-0.011415438
4495,0.009446265,0.012962643,0.007231026,-0.011550991
4496,0.012496221,0.013640411,0.029156821,-0.046422154
4497,0.026390465,0.014623175,0.02790295,-0.045642722
4498,0.015546177,0.016995363,0.022718025,-0.045574944
4499,0.031473726,0.013708188,0.027869061,-0.033036236
4500,0.03537089,0.014623175,0.026242418,-0.052759286
4501,0.017579481,0.020689199,0.019600293,-0.037678946
4502,-0.000550813,0.013301527,0.026716856,-0.017583126
4503,-0.020036643,0.012115434,0.036510602,-0.036560629
4504,-0.016308919,0.012894867,0.007807129,0.016135832
4505,-0.02562823,0.011064893,0.003808297,-0.006671062
4506,-0.053077832,0.012589871,0.020888051,-0.02913907
4507,-0.075444177,0.006083298,0.011094304,0.002275476
4508,-0.0400308,0.005574972,0.021938592,-0.010263232
4509,-0.023425484,0.005337753,0.039628334,0.015085291
4510,-0.020544969,0.001677806,0.016584225,-0.006772727
4511,-0.010547891,-0.001304373,0.0128565,-0.01497372
4512,-0.033930887,-0.010860901,0.037391704,0.047211494
4513,-0.009361797,-0.013707527,0.013839263,0.06127518
4514,-0.003939653,-0.011877554,-0.003748816,0.07483054
4515,0.001651933,-0.012928094,-0.008832076,0.090588644
4516,0.00995459,-0.0140803,-0.023471864,0.07842271
4517,0.00995459,-0.018350238,-0.012729242,0.104008451
4518,0.043334667,-0.017028591,-0.010187612,0.111430012
4519,0.024357161,-0.011674223,-0.028622901,0.069374509
4520,0.019612785,-0.006794294,-0.048447616,0.048126481
4521,0.03537089,-0.00686207,-0.039162192,0.03328336
4522,0.012496221,-0.013368644,-0.032621734,0.018745238
4523,0.014868408,-0.008285384,-0.032113407,-0.00565441
4524,0.023848835,-0.003676561,-0.006663218,-0.014397616
4525,-0.008684029,-0.004354329,0.003232195,-0.021107519
4526,-0.005634073,0.002423351,0.001063337,-0.028867964
4527,0.036726426,0.000898373,0.002825534,-0.01053434
4528,0.052145649,-0.003947668,4.67E-05,-0.04167778
4529,0.05045123,0.002389463,-0.013915336,-0.036086194
4530,0.053162299,0.001135592,-0.013881448,-0.01009379
4531,0.06078719,-0.003574896,-0.000766637,-0.028122419
4532,0.05129844,0.000559489,-0.008289861,-0.009890459
4533,0.020629438,-0.002151583,-0.017710837,-0.018464224
4534,0.01571562,-0.000321609,-0.011373706,-0.004908865
4535,0.045198526,0.001203369,-0.000800525,0.026641235
4536,0.049265135,-0.006252079,-0.001444405,-0.010263232
4537,0.047909599,-0.001473815,-0.008865965,-0.023716927
4538,0.042995781,-0.000355498,-0.002732164,-0.022090284
4539,0.032998703,-0.004998208,0.010721531,-0.02388637
4540,0.021815531,-0.001101043,0.00014835,-0.011144331
4541,0.003346353,-0.004422106,0.003299971,-0.010263232
4542,-0.005125747,-0.004286552,0.031122347,-0.010263232
4543,-0.003770211,0.002050579,0.015770903,0.010713688
4544,0.024187719,0.003880552,0.004824949,0.035418332
4545,-0.011733986,0.00625274,0.011060415,0.036231652
4546,-0.032067027,0.004388878,-0.028894009,0.03568944
4547,-0.033592004,0.009777134,-0.02906345,0.037214417
4548,-0.055111136,0.00859104,-0.004867133,0.039518829
4549,-0.031389259,0.010556567,-0.029808996,0.019287452
4550,-0.070869245,0.021400856,-0.019168038,-0.010636005
4551,-0.100013264,0.014284291,-0.00832375,-0.020531418
4552,-0.089846745,0.015877046,-0.012559799,-0.017583126
4553,-0.067988731,0.017978126,0.007366579,-0.010602116
4554,-0.038336378,0.0160126,0.014042594,-0.029511843
4555,-0.017664455,0.016859809,0.017058661,-0.029816838
4556,0.003007469,0.014453733,0.033596203,-0.016193703
4557,0.011649011,0.010590455,0.051116504,0.001021605
4558,0.018087806,0.004016106,0.031867892,0.032707259
4559,0.012665663,0.005066646,0.022887466,0.027962884
4560,0.017748922,-0.004286552,0.032240666,0.027386781
4561,0.005887983,-0.007065401,0.020413613,0.026946232
4562,0.016223945,-0.002185471,0.006959918,0.017796364
4563,0.011649011,-0.009234259,-0.010424831,0.024641819
4564,-0.043250196,-0.006150414,-0.012187027,0.005460985
4565,-0.031897582,-0.001812699,-0.001715512,0.006884298
4566,-4.25E-05,-0.002083806,0.005265499,-0.001181141
4567,0.013173989,-0.004727101,0.001097225,-0.027986865
4568,0.031643167,-0.006963736,-0.011780366,-0.014024844
4569,0.020968322,-0.004354329,-0.004392696,-0.039271701
4570,0.005210215,-0.008014277,0.02407356,-0.03744173
4571,0.006226867,-0.007167066,0.036849488,0.007019852
4572,0.001143607,-0.008115942,0.00862045,-0.014058732
4573,0.001990817,-0.012284215,-0.020354131,-0.005281637
4574,-0.009700681,-0.004693213,-0.032825064,0.005833758
4575,-0.015461709,-0.010420352,-0.02442074,-0.003688882
4576,-0.006142399,-0.008963152,-0.008798188,0.035350554
4577,-0.031219816,-0.002151583,-0.038145542,0.01257755
4578,-0.029525395,-0.012555322,-0.05173479,-0.007586048
4579,-0.01715613,-0.006624852,-0.03821332,-0.00141836
4580,-0.019019991,-0.003371565,-0.033672273,-0.028359637
4581,0.002329701,-0.005065985,-0.009272625,-0.013211523
4582,0.01503785,-0.002863239,-0.018829154,-0.01965032
4583,0.020290554,-0.002558244,-0.016253635,-0.029172959
4584,0.024357161,0.003914441,0.020752497,-0.013618183
4585,0.029779306,-0.001846587,-0.005714343,-0.036967292
4586,0.031812608,-0.004015445,-0.007273209,-0.022937493
4587,0.040962476,0.002525016,0.021226935,0.002749914
4588,0.053501185,0.003236673,0.014212037,-0.014262063
4589,0.069767617,0.008760482,0.034409523,-0.01263542
4590,0.058584444,0.009539915,0.044033829,-0.01477039
4591,0.025543256,0.002965566,-0.002257726,-0.016397033
4592,0.003007469,0.003744999,-0.018829154,-0.012906527
4593,-0.005972957,0.00540553,0.01858364,-0.022259725
4594,0.017071154,0.012522094,0.019329185,-0.044524405
4595,-0.032914236,0.01580927,0.011839848,-0.052183181
4596,-0.065955423,0.005439419,0.020142507,-0.024360806
4597,-0.055450022,0.016249819,0.012348174,-0.023649151
4598,-0.06358324,0.017063139,0.017973648,-0.016159814
4599,-0.039014146,0.003812775,0.042847734,-0.019955315
4600,-0.043927964,0.010421013,0.049422085,-0.020294199
4601,-0.014783941,0.004693874,0.011670406,0.022167968
4602,0.014190641,0.003236673,0.021226935,0.028132325
4603,0.011310127,0.006625513,0.027936839,0.034638897
4604,0.014698966,-0.006116526,-0.004799356,0.038027737
4605,0.030287631,-0.009776473,0.005570494,0.048262034
4606,0.03537089,-0.002727686,0.002418873,0.083031535
4607,-0.015292267,-0.000253833,-0.013508675,0.081608221
4608,-0.014614499,-0.008183718,-0.030656205,0.050397005
4609,0.001990817,-0.01004758,-0.00662933,0.049854789
4610,-0.002245233,-0.005642088,0.00099556,0.06025853
4611,0.002838027,-0.010488129,-0.038924973,0.026166799
4612,0.013851757,-0.003879891,0.001944435,0.02379461
4613,0.03774308,-0.000186056,0.013093719,0.020032998
4614,0.032490376,-0.009064817,-0.010052058,0.003021021
4615,0.043673549,-0.004794878,0.015804792,0.012204777
4616,0.063328817,-0.004049333,0.005401052,0.006918187
4617,0.034184799,-0.007709281,-0.013813671,0.00071661
4618,0.017579481,-0.003032681,-0.010695938,0.00939204
4619,0.032659817,-0.002016029,0.000351681,0.020947985
4620,0.022832183,-0.004998208,-0.004562138,0.002478807
4621,0.02689879,0.000288382,-0.026487932,0.000242172
4622,0.022493299,-0.001067154,-0.021709668,-0.012737085
4623,-0.010378449,-0.00540487,-0.032757286,-0.021615846
4624,0.017071154,-0.00052494,-0.032384515,-0.01388929
4625,0.038420849,0.001372811,-0.005409347,-0.025851896
4626,0.031473726,-0.000355498,-0.019473033,-0.01477039
4627,0.007751845,-0.005235428,-0.015033653,-0.02852908
4628,-0.02732265,-0.004184887,0.018244756,-0.008941584
4629,0.001651933,-0.001643257,0.017770318,0.009154821
4630,0.048417926,-0.000321609,0.019058077,-0.013211523
4631,0.063328817,-0.000660493,0.020210283,-0.001384471
4632,0.055703931,-0.001778811,0.000656676,-0.014939832
4633,0.036387544,-0.000152167,-0.002461057,-0.012059317
4634,0.021137763,0.002558905,0.00268998,0.01935523
4635,0.019443342,0.006286629,-0.010662049,-0.006603285
4636,0.040793035,0.002389463,-0.038687754,-0.011347661
4637,0.010971243,0.008048825,-0.02292965,0.011865893
4638,-0.043927964,0.017571466,0.007637687,-0.009788794
4639,-0.051383413,0.014623175,-0.001376628,0.009561482
4640,-0.05189174,0.016249819,-0.006697107,0.020778542
4641,-0.039014146,0.015131501,-0.005680454,-0.017379796
4642,-0.065785982,0.014148737,0.011331522,-0.01985365
4643,-0.070869245,0.021705851,0.028851826,-0.019209769
4644,-0.048333459,0.02194307,0.036951151,-0.020531418
4645,-0.042911313,0.019672547,0.027292959,-0.009314356
4646,-0.016986687,0.015775381,0.003876074,-0.001215029
4647,-0.032236468,0.010217683,0.033528425,0.003868231
4648,-0.029186511,0.009811022,0.052912589,0.011798116
4649,-0.038336378,0.009980464,0.000487234,0.039247721
4650,-0.045961268,0.008658817,-0.017778613,0.058225226
4651,-0.017833898,0.008387709,-0.003138825,0.051481433
4652,-0.040369682,0.014521509,-0.002867718,0.054497499
4653,-0.038844705,0.012894867,0.016042009,0.036163878
4654,-0.026305998,0.002525016,0.002012212,0.020947985
4655,-0.016647803,1.73E-05,-0.011475371,0.024574043
4656,0.031812608,5.12E-05,0.012415951,-0.013516518
4657,0.025882138,-0.000762159,0.039425004,-0.022124171
4658,-0.008853471,-0.000186056,0.043423835,-0.017752569
4659,-0.003431327,8.51E-05,0.018922525,-0.004095543
4660,0.005040773,-0.002321025,0.022074144,0.024506267
4661,0.00995459,-0.00411711,0.019091966,-0.00585774
4662,0.005887983,-0.004150999,0.000622788,-0.004061655
4663,0.010801801,-0.002524355,-0.007713759,-0.003417775
4664,0.005040773,0.000762819,0.000453346,-0.010568228
4665,0.019104458,0.004727762,-0.007442651,-0.003045003
4666,0.031812608,0.003338338,-0.017033068,-0.029274624
4667,-0.006481283,0.001406699,-0.01106871,-0.032595687
4668,0.002668585,0.002965566,-0.059291903,-0.0439483
4669,0.009446265,-0.000863824,-0.036993336,-0.031477369
4670,-4.25E-05,-0.000321609,0.012958165,-0.038763378
4671,0.011818453,0.001508364,-0.001512181,-0.054928143
4672,-0.006989609,0.000525601,0.008518785,-0.0217514
4673,-0.004278537,-0.007099289,0.003062753,-0.039780028
4674,0.029948747,-0.010217022,-0.004968798,-0.022022506
4675,0.047740158,-0.011301451,0.010213205,0.003393793
4676,0.061973285,-0.0140803,0.031054571,-0.010161567
4677,0.059092771,-0.005472646,0.001944435,0.026200686
4678,0.054348394,-0.011369227,-0.039907739,0.037180528
4679,0.033168145,-0.013300867,-0.012187027,0.012509773
4680,-0.007328493,-0.007573727,-0.00388437,0.012848657
4681,-0.016647803,-0.007167066,-0.011678701,0.012204777
4682,-0.003770211,-0.002524355,-0.005172129,0.006443749
4683,0.005379657,-0.000931601,-0.001037744,-0.004468316
4684,-0.010547891,0.003914441,0.011907625,-0.03486621
4685,-0.038336378,0.008726593,0.00163944,-0.058011986
4686,-0.045622386,0.009539915,1.28E-05,-0.073498987
4687,0.002838027,0.009912687,0.001741105,-0.070245698
4688,0.001313049,0.01177655,0.018515863,-0.055402581
4689,-0.036303077,0.011369889,0.05670809,-0.052250959
4690,-0.015122825,0.011437666,0.029665146,-0.035035651
4691,-0.010717333,0.010048241,0.007197137,-0.007043834
4692,-0.020883853,0.00984491,0.013127607,0.009663147
4693,-0.008175703,0.011166559,0.014449255,0.018440243
4694,0.004024121,0.008963812,0.033121765,0.028132325
4695,-0.034778096,0.009065477,0.021836925,0.022201855
4696,-0.032067027,0.007845495,-0.015575867,0.007799285
4697,0.020459995,0.003914441,-0.01340701,-0.003858324
4698,0.011140685,-0.001304373,0.011839848,0.00749429
4699,-0.005634073,-0.003710449,0.012043179,0.025794026
4700,-0.023256041,0.00032227,0.010518201,0.028843982
4701,-0.016986687,0.002965566,0.002215543,0.036265541
4702,0.030795956,-0.005980972,0.004079405,0.033181697
4703,0.036218099,-0.010149245,0.014923693,0.048499253
4704,0.028762653,-0.011199785,0.022480806,0.067273431
4705,0.034523681,-0.009776473,0.02387023,0.065375678
4706,0.052145649,-0.004794878,-0.010831491,0.070628382
4707,0.102639362,-0.009979803,-0.020930234,0.065443456
4708,0.088575676,-0.007336508,-0.012187027,0.053379182
4709,0.069259293,-0.012419769,-0.042415481,0.051210325
4710,0.064345472,-0.014961398,-0.061460759,0.054429725
4711,0.014360083,-0.004489882,-0.018151386,0.043856543
4712,0.022323856,-0.00879371,-0.007205433,0.00451211
4713,-0.010039565,-0.004625436,-0.033333387,-0.005789963
4714,-0.045114059,0.004083883,-0.012525911,0.006545415
4715,-0.023764366,0.000728931,-0.010526496,7.27E-05
4716,-0.034778096,0.000525601,-0.012932573,-0.001892797
4717,-0.006311841,0.000559489,0.01943085,-0.019345323
4718,0.027068233,0.000593377,0.009264329,-0.016193703
4719,0.010293474,0.001847248,-0.022963539,-0.008806031
4720,0.035540331,-0.00242269,-0.012220915,-0.004434427
4721,0.077223063,0.001271145,0.003943851,0.02210019
4722,0.078070275,-0.000491051,0.013940929,0.015051403
4723,0.075867526,-0.007709281,0.000283904,-0.002333346
4724,0.063837148,0.007642165,-0.030690094,-0.021649735
4725,0.076545298,0.007608276,-0.020286355,-0.009314356
4726,0.047740158,-0.000999377,0.012619281,-0.006535508
4727,0.008768497,0.010387125,0.018210867,-0.032629576
4728,-0.001398023,0.009031589,-0.002291615,-0.028630745
4729,-0.020714412,0.00415166,-0.00090219,-0.040322244
4730,-0.008175703,0.007235504,0.016482558,-0.015956484
4731,-0.040539127,0.007506611,0.038815014,0.00091994
4732,-0.019358875,0.008489375,0.038374465,-0.021683622
4733,-0.004786863,0.008116602,0.013330937,0.003800454
4734,-0.048672341,0.009709357,0.001537775,0.014339747
4735,-0.053586159,0.007201615,0.002961087,0.011425344
4736,-0.077816367,0.013403192,0.023904119,0.019694114
4737,-0.063413799,0.022925833,0.008993222,-0.006433843
4738,-0.056466673,0.013504858,-0.032418404,0.006748745
4739,-0.052400064,0.017876461,-0.030723982,0.021524087
4740,-0.0452835,0.020756975,-0.022150217,-0.013584295
4741,-0.048333459,0.01516539,-0.022014663,-0.010703781
4742,-0.014614499,0.020790864,-0.01655863,-0.02154807
4743,0.019443342,0.019706436,-0.009747063,-0.009077138
4744,0.030118188,0.016385373,-0.000190534,0.011052571
4745,0.01673227,0.013979295,0.011738183,0.003156574
4746,0.030795956,0.01770702,0.04904931,0.025658472
4747,0.038251404,0.019164221,0.051252056,0.015424175
4748,0.048248481,0.009912687,0.016279228,0.035113335
4749,0.042995781,0.002084467,0.014822028,0.02613291
4750,0.036387544,-0.001711034,0.02536132,-0.011483215
4751,0.036726426,-0.002151583,0.032240666,-0.00057115
4752,0.019273901,0.003609445,0.018380309,-0.009483798
4753,0.030626515,0.003643333,-0.007578205,0.011594786
4754,-0.008345145,-0.003710449,-0.02886012,0.007460401
4755,-0.01563115,0.00266057,-0.01615197,-0.021683622
4756,0.007582403,0.00415166,0.005401052,-0.024835244
4757,-0.005972957,0.000559489,-0.011441482,-0.032731242
4758,-0.005464631,-0.002998793,-0.000800525,-0.023852481
4759,-0.019528316,-0.006726517,0.018109202,-0.026089115
4760,-0.013089521,0.001237257,-0.0017494,-0.044083856
4761,-0.009192355,-0.005235428,-0.004019923,-0.043778859
4762,-0.0283393,-0.011233674,0.006519369,-0.017278131
4763,-0.028847627,-0.005201539,-0.001037744,0.006375973
4764,-0.016817246,-0.009098705,0.008959334,0.025827914
4765,0.000635281,-0.009674808,0.002791645,0.02592958
4766,0.001482491,-0.015639165,-0.026691264,0.016101943
4767,0.004193563,-0.019909104,-0.028826231,0.043585435
4768,0.001821375,-0.009674808,-0.037501663,0.042331565
4769,0.003007469,-0.008556491,-0.032587845,0.035858881
4770,0.036895867,-0.008420937,-0.02675904,0.028640652
4771,0.036387544,-0.007709281,-0.055801399,-0.001248918
4772,0.042487454,-0.00391378,-0.057665259,0.016881377
4773,0.03113484,-0.001982141,-0.022082441,-0.008501035
4774,0.008429613,-0.001880476,-0.00154607,-0.023547485
4775,0.030965399,0.004422767,0.021803038,-0.010839335
4776,0.046045735,0.007235504,0.042542737,-0.043406088
4777,0.062820494,0.006557736,0.012144844,-0.007382718
4778,0.047231831,0.000762819,0.033189539,-0.023649151
4779,0.049604017,0.006828843,0.046846565,-0.047540471
4780,0.058415003,0.00669329,0.006485481,-0.029342402
4781,0.02266274,0.007709941,0.01729588,-0.063027471
4782,0.002668585,0.010387125,0.020040842,-0.029647397
4783,0.006057425,0.004456655,0.017126439,-0.040762793
4784,-0.012750637,0.013470969,0.024480222,-0.043575529
4785,-0.066633195,0.007608276,0.02112527,-0.01751535
4786,-0.087644003,0.003406115,0.00990821,-0.042796098
4787,-0.096285544,0.007709941,0.013568156,-0.009314356
4788,-0.076630272,0.008760482,0.015296465,-0.028156307
4789,-0.058838863,0.011098782,0.015703125,-0.019819761
4790,-0.057144441,0.001542253,0.035629503,0.001089382
4791,-0.031389259,-0.003642673,0.024581887,-0.015312604
4792,-0.017664455,-0.006353745,0.013161495,0.030233406
4793,0.010293474,-0.004930432,-0.001241074,0.039417163
4794,-0.005972957,-0.004150999,-0.008560969,0.059207987
4795,-0.005803515,-0.011538669,-0.0017494,0.076287739
4796,0.032829262,-0.009132593,-0.012492023,0.082150437
4797,0.040623594,-0.009302035,-0.018015832,0.10424567
4798,0.038759731,-0.011674223,-0.037535552,0.086250931
4799,0.009785149,-0.005438758,-0.060579661,0.063986249
4800,0.000804723,-0.005947084,-0.037671104,0.059411317
4801,0.00995459,-0.007099289,-0.002562722,0.05622581
4802,0.027915442,-0.003032681,-0.018998595,0.043382104
4803,0.032490376,-0.002863239,-0.042008821,0.028538985
4804,0.006735193,-0.004794878,-0.026318491,-0.002875561
4805,-0.015461709,-0.000897712,-0.004596026,-0.002333346
4806,-0.015461709,0.001779471,0.017736429,0.015051403
4807,0.008429613,-0.00157548,0.038510021,-0.004705534
4808,0.009615707,0.003406115,0.01200929,-0.020531418
4809,0.010293474,-0.000558828,-0.009882616,-0.023174712
4810,0.03960694,-0.007675392,0.019701958,-0.003722771
4811,0.057398349,-0.00476099,0.010484312,-0.002163904
4812,0.047401272,-0.006116526,-0.014864211,-0.01388929
4813,0.056720585,-0.001134931,-0.014559216,-0.027614092
4814,0.083492421,0.002389463,-0.022353547,-0.035984527
4815,0.08298409,0.004524432,-0.016084194,0.00346157
4816,0.074003667,0.002355574,0.009806545,-0.009111026
4817,0.070784271,-0.002388802,0.019600293,-0.040085025
4818,0.061803844,0.001542253,0.010179317,-0.032019585
4819,0.038251404,-0.002931016,0.016516447,-0.048997674
4820,0.033676472,-0.001202708,0.019803623,-0.039881695
4821,0.024357161,-0.00157548,0.005062168,-0.015380381
4822,0.005210215,-0.005269316,0.00862045,-0.012872639
4823,0.030795956,0.000728931,0.019566404,0.012001446
4824,0.023340508,-0.00262602,-0.004629914,0.034198347
4825,-0.02562823,0.002965566,-0.023234645,0.030911174
4826,-0.056975,0.010082129,-0.020150801,0.04033215
4827,-0.070530362,0.009811022,-0.042957693,0.026234575
4828,-0.077477477,0.017605355,-0.031300087,0.03165672
4829,-0.09747164,0.018249234,-0.008120419,0.029860634
4830,-0.112043649,0.01831701,-0.024657959,-0.01582093
4831,-0.128987849,0.023739155,-0.024352962,-0.005451079
4832,-0.114754722,0.024078039,-0.013847559,-0.025546901
4833,-0.068327613,0.025670793,0.012449839,-0.027817423
4834,-0.045791827,0.023366382,0.023395792,-0.015617599
4835,-0.032405909,0.016656479,0.01749921,-0.040390018
4836,-0.021731064,0.015470385,0.033663977,-0.018701443
4837,-0.004109095,0.015267055,0.028207945,-0.009178803
4838,0.009107381,0.01113267,0.033291206,0.010002031
4839,-0.002245233,0.009811022,0.046270464,0.029352307
4840,-0.015970035,0.010149906,0.036612269,0.023896275
4841,-0.024950461,0.001508364,0.029631259,0.014441412
4842,-0.007497935,0.002457239,-0.002054396,0.011425344
4843,0.016393388,0.003948329,-0.024149632,0.009934255
4844,-0.001059139,-0.006828182,-0.002223838,-0.00585774
4845,0.003176911,-0.000152167,0.009264329,-0.021175297
4846,0.022832183,0.003846664,0.008789892,-0.037102845
4847,0.014529524,-0.000796047,0.004655507,-0.037950054
4848,-0.007497935,-0.001812699,0.003130529,-0.033307344
4849,-0.010886775,-0.00391378,0.01943085,-0.014160398
4850,-0.000381371,0.003541668,0.029055156,-0.019921426
4851,-0.010547891,-0.001643257,0.038679462,-0.011923764
4852,-0.003939653,-0.006726517,0.019566404,0.019321341
4853,0.011818453,-0.003947668,-0.017100845,0.006104865
4854,0.014529524,-0.007336508,-0.008391527,0.034300014
4855,0.014190641,-0.003439342,-0.020896345,0.050058119
4856,0.013682315,-0.008014277,-0.031774521,0.041450467
4857,-0.008684029,-0.008251495,-0.026386267,0.039688271
4858,-0.009700681,0.000559489,-0.049159274,0.010340915
4859,0.001482491,-0.002795462,-0.031300087,0.006443749
4860,-0.017325571,-0.002659909,-0.015677532,0.007257071
4861,-0.014275615,-0.002185471,-0.017880278,-0.002638342
4862,-4.25E-05,-0.004896543,-0.010492607,-0.019108104
4863,0.015546177,0.000627266,-0.003138825,-0.01731202
4864,0.011818453,0.000254493,0.00862045,-0.029342402
4865,0.025882138,-0.002897128,0.005773825,-0.041711666
4866,0.064006589,-0.003507119,0.00692603,-0.02832575
4867,0.067734316,-0.003744338,0.010552089,-0.034222331
4868,0.039098613,0.003440003,0.018753082,-0.02256472
4869,-0.003431327,-0.002287137,0.02346357,-0.018464224
4870,0.002329701,-0.003405454,0.022040257,-0.009483798
4871,0.003685237,0.001948913,0.017194215,-0.022124171
4872,-0.020544969,-0.001744922,-0.002325503,-0.043643307
4873,-0.046977922,0.007371057,-0.005172129,-0.048896007
4874,-0.066802636,0.008557151,-0.000122757,-0.066789083
4875,-0.055280577,0.007133839,-0.008764299,-0.052047629
4876,-0.060024954,0.014182626,-0.000292199,-0.065060772
4877,-0.079341345,0.011437666,0.011704295,-0.07017792
4878,-0.093743913,0.00560886,0.016414782,-0.052928727
4879,-0.090016186,0.008048825,0.019295296,-0.031477369
4880,-0.077138595,0.005168311,0.017329769,0.006308196
4881,-0.040708568,0.00415166,0.015228688,0.000242172
4882,-0.030880932,0.01177655,-0.002969383,0.017118596
4883,-0.042402986,0.002830012,0.004553842,0.038874947
4884,-0.011903428,0.002084467,0.009196553,0.030436736
4885,0.003685237,0.003304449,-0.012661465,0.036062211
4886,0.037912522,-0.003608784,-0.019778028,0.042636562
4887,0.025373813,-0.001439927,-0.032147296,0.046499837
4888,-0.010717333,-0.002829351,-0.027572362,0.044940971
4889,0.008260171,-0.001541592,-0.004358807,0.041281026
4890,0.015207293,-0.003676561,-0.002867718,0.028301768
4891,0.026729349,-0.007065401,-0.020116912,0.014644742
4892,0.035032008,-0.002117695,-0.014017001,0.010340915
4893,0.04621518,-0.002490467,0.010552089,0.019016346
4894,0.045706853,-0.005065985,0.015770903,0.021591865
4895,0.049773462,-0.00262602,0.027835174,0.022913512
4896,0.061803844,-0.003778226,0.011500964,0.011798116
4897,0.06841208,-0.005913195,-0.030080102,-0.003349998
4898,0.046554063,-0.005947084,-0.011475371,0.006104865
4899,-0.000211929,-0.007912611,0.002147766,0.000411614
4900,0.005549099,-0.003134347,-0.013983113,0.02399794
4901,0.006565751,0.000762819,-0.023336312,0.024946816
4902,0.013512873,-0.001134931,-0.033197835,0.008307612
4903,0.000635281,0.003338338,-0.025267949,0.012408108
4904,-0.036641959,0.001643918,-0.021031899,-0.010398786
4905,-0.015122825,0.000491712,-0.030385097,0.008104281
4906,0.007921287,0.005981633,-0.023370199,0.003936008
4907,0.039945826,-0.000694382,-0.010695938,-0.017820345
4908,0.056720585,0.000525601,-0.000495529,-0.000503373
4909,0.035032008,0.003541668,0.018481975,-0.008467147
4910,0.051467881,-0.002253248,0.004892726,0.008883714
4911,0.093658939,-0.003168235,0.005129945,0.024099605
4912,0.101622716,-0.003947668,0.018109202,0.009425929
4913,0.09620057,0.002152244,-0.006663218,0.019253565
4914,0.070106499,0.003609445,-0.016592519,0.00939204
4915,0.012326779,0.003914441,-0.026454045,0.021117426
4916,0.030965399,0.007709941,-0.026928481,0.025556806
4917,0.03113484,0.009133254,-0.010560384,0.00261436
4918,-0.026814323,0.011336001,0.000588899,0.014509188
4919,-0.019528316,0.010759898,-0.008865965,-0.005349414
4920,-0.012581195,0.015538162,0.004858838,-0.007348829
4921,-0.005295189,0.014385956,0.033731755,-0.000842257
4922,-0.011903428,0.013504858,0.018753082,-0.023920257
4923,-0.050536204,0.018452564,0.028479053,-0.017583126
4924,-0.050027877,0.016792033,0.02326024,-0.004400539
4925,-0.028847627,0.013911518,0.013839263,-0.003892213
4926,-0.023256041,0.014284291,0.031664561,-0.008467147
4927,-0.0485029,0.014216514,0.024615776,0.010273138
4928,-0.064769328,0.010590455,0.007536022,0.003427682
4929,-0.055280577,0.012149322,-0.012288692,0.013323095
4930,-0.051383413,0.010421013,-0.003138825,0.035113335
4931,-0.055619463,0.007235504,0.001266667,-0.007958821
4932,-0.043419641,0.008658817,-0.01849027,0.016271384
4933,-0.050536204,0.003575557,-0.01849027,0.031385612
4934,-0.070530362,0.006388294,-0.000969967,0.008307612
4935,-0.066972077,0.006523848,0.020311948,0.012272554
4936,-0.059008304,-0.001134931,0.016482558,-0.028495191
4937,-0.026814323,0.002931677,0.006112709,-0.035645645
4938,-0.033930887,-0.001677145,0.012110955,-0.013414853
4939,-0.01715613,-0.00540487,0.012348174,-0.003011114
4940,0.017071154,0.000559489,0.026140753,0.003054909
4941,0.01571562,-0.004388217,0.030919017,-0.002943337
4942,0.035709776,-0.005709865,-0.013440899,-0.009517687
4943,0.022154415,-0.003303789,-0.022590766,0.001496043
4944,0.029779306,-0.004896543,0.001097225,0.017965805
4945,0.021137763,-0.003371565,-0.012424246,0.016034167
4946,0.038251404,-0.005947084,-0.015135318,0.023116842
4947,0.063328817,-0.005438758,-0.011678701,0.002783802
4948,0.020798879,-0.00052494,-0.021540226,-0.020734748
4949,0.012496221,0.000525601,-0.013610341,-0.012364313
4950,-0.009022913,0.000796708,0.008383231,-0.002096127
4951,0.011310127,-0.002964905,0.006451593,-0.001215029
4952,0.040623594,-0.000626605,-0.007239321,-0.013787625
4953,0.035540331,-0.002456579,0.01709255,-0.022496944
4954,0.013682315,-0.012284215,0.033392869,-0.015617599
